id	document	label
928927870	한화투자증권은 15일 초록뱀미디어(047820)에 대해 외주 제작을 넘어 지식재산권(IP) 보유를 통한 성장이라는 회사의 장기 비전에 따라 긍정적인 흐름을 기대할 수 있다고 평가했다. 투자의견과 목표주가는 따로 제시하지 않았다.\n\n초록뱀미디어는 그간 ‘방송사의 외주 제작’이라는 수익 모델을 갖고 있었다. 회사는 올해 상반기 ‘결혼작사 이혼작곡’, ‘펜트하우스’ 등의 흥행으로 매출액 644억원, 영업이익 38억원을 기록해 반기 기준 역대 최고의 성과를 올렸다.\n\n향후 이와 같은 수익 모델은 외주 제작을 넘어 IP를 직접 보유하는 형태로 진화해갈 것으로 예상됐다. 지인해 한화투자증권 연구원은 “반기 기준 최대 성과에 이어 3분기 ‘오케이 광자매’의 실적 반영 등이 기대되고 있는데다가 본격적인 수익 모델 진화의 초입에 서 있다”라고 평가했다. \n\n초록뱀미디어의 IP 보유 첫 작품은 오는 11월 말 글로벌 방영이 예정된 ‘어느 날’이다. 해당 작품에는 김수현과 차승원이 출연하며, 쿠팡플레이와 코퍼스코리아(322780) 등에 선판매가 확정돼 약 200억원을 온전히 수령할 예정이다. 지 연구원은 “추가로 논의 중인 온라인동영상서비스(OTT)향 판매와 부가수익 등을 감안하면 기존 대비 월등한 수익성이 예상된다”라고 설명했다.\n\n또한 이에 뒤이어 초록뱀미디어는 하이브(352820)와 IP를 공유하는 두 번째 작품으로 방탄소년단(BTS)의 세계관을 영상화하는 ‘Youth’를 내년 초 방영할 예정이다. \n\n이러한 수익 모델의 변화는 회사의 장기적인 방향성에 긍정적이라는 평가다. 지 연구원은 “지난해 말부터 중소형 제작사들이 외주제작에서 IP 보유 모델로 진화중”이라며 “초록뱀미디어는 우수한 자금력을 바탕으로 사전제작이 가능하며, 엘시티 전망대 임대 등을 통해 안정적인 영업익 확보가 가능한 만큼 자금 역량은 중소형사 중 최고”라고 평가했다. \n\n이에 회사는 오는 2026년 목표 매출액 2000억원, 드라마 20편 제작이라는 장기 비전을 제시한 바 있다. 지 연구원은 “직접 자금을 수혈해 IP를 지켜내는 전략 구사가 예상된다”라며 “중간 점검은 필요하겠지만 올해의 흐름에 우선 집중할 때”라고 짚었다.	1
306144203	넷마블은 올 2·4분기 연결기준 영업이익이 전년 동기 대비 146.1% 급증한 817억원을 기록했다고 12일 공시했다.  \n  \n매출은 30.3% 늘어난 6857억원, 순이실은 124.7% 증가한 852억원이다.	1
920072254	"IBK투자증권은 2일 BNK금융지주에 대해 상반기 누적 기준 역대 최고 순이익을 기록하는 등 이익증가세가 뚜렷하다고 봤다. 이에 목표주가를 기존 1만원에서 1만1000원으로 상향 조정했다. 투자의견은 '매수'다.  \n  \nBNK금융지주의 올해 상반기 누적 연결 순이익은 전년 동기 대비 51% 증가한 4680억원으로 역대 최대치를 기록했다. 연결 순이익이 1·4분기 1927억원에 이어 2·4분기 2753억원으로 크게 늘었다.  \n  \n김은갑 IBK투자증권 연구원은 ""충당금 환입 등 일회성 요인과 변동성 높은 유가증권 관련 이익이 포함돼 있지만 이를 제외해도 이익증가세가 뚜렷하다""면서 ""실적 개선의 주요 요인은 이자이익 증가와 충당금 비용 감소이며 최근 일회성 이익이 포함된 비이자이익도 크게 개선됐다""고 분석했다.  \n  \n상반기까지 은행 자회사 순이익은 전년 동기 대비 31% 증가했고 비은행 자회사는 103% 늘었다. 비은행 이익비중은 30%로, 주요 자회사로 자리매김한 캐피탈과 투자증권의 2분기 이익은 각각 전분기 대비 10%, 6% 증가했다.  \n  \nIBK투자증권은 BNK금융지주의 올해 연결 순이익을 7866억원으로 21.8% 상향 조정했다. 이는 전년 대비 52% 증가한 수치다."	1
905415283	"오는 27일 임시주주총회를 앞둔 삼영이엔씨는 소집권자인 황혜경 외 7인이 주주들을 대상으로 의결권대리행사 권유과정에서 위법행위를 하고 있다고 17일 문제 제기했다. \n\n삼영이엔씨 관계자는 ""황혜경 측이 지난 12일 참고서류를 공시하고 18일부터 의결권대리행사 권유를 시작한다고 밝혔지만, 공시된 시작일보다 앞서 권유활동에 나선 것으로 파악됐다""고 설명했다. \n\n삼영이엔씨에 따르면 주주인 박모씨는 지난 14일 오후 2시경 황혜경 측의 의결권 대리행사 권유업무 대리인인 아이앤피윅스의 이모 팀장이 본인 집에 방문하여 위임 권유를 하고 위임장을 받아갔다. \n\n이 관계자는 ""지난14일부터 황혜경 측의 의결권 대행행사 권유업무 직원들이 의결권을 위임받기 위해 주주들을 방문한 주주들의 증언 및 정황들이 잇따르고 있다""며 ""이와 같은 권유행위는 의결권 대리행사 권유 참고서류를 금융위원회 및 거래소에 제출한 다음날부터 2영업일 뒤 의결권 대리행사 권유해야 한다는 자본시장과 금융투자업에 관한 법률 제153조 위반에 해당한다""고 강조했다."	0
822731507	메디아나(041920)는 2분기 영업이익이 18억5200만원으로 전년 동기보다 71.5% 감소했다고 20일 공시했다.\n\n2분기 매출액은 140억3300만원으로 전년 동기 대비 40.6%가 줄었고 당기순이익은 70.4% 감소한 13억9200만원이었다.	0
387405455	삼양통상은 4일 군포공장에 신종 코로나바이러스감염증(코로나19) 확진자 발생으로 한시적 중단을 실시한다고 공시했다. 생산중단 분야의 매출액은 1898억원으로 지난 2019년 매출액 대비 98.8%에 달한다.\n\n회사 측은 “방역활동을 실시하고 있으며 밀접 접촉자는 코로나19 검사 진행 및 자가격리 중”이라며 “자회사인 중국 청도공장을 최대한 활용해 국내 위탁생산 확대와 보유재고 사용으로 발주처의 긴급한 물량에 대응할 것”이라고 말했다. 생산재개 예정일자는 오는 15일이다.	0
817435742	SK바이오팜은 올해 2분기 영업손실액이 578억원을 기록했다고 14일 공시했다.\n\n영업손실은 판매관리비 감소 등으로 11.2% 개선됐다. 올해 1분기 영업손실액은 651억원이었다.\n\n연결기준 매출액은 21억원으로 직전 분기 대비 47.4% 줄었다.	0
1610791560	코로나19 신약후보물질로 개발하고 있는 신풍제약의 '피라맥스(Pyronaridine-artesunate)'가 남아프리카공화국에서 임상이 지연되면서 주가가 흔들리고 있다. 장초반 12%까지 빠지다가 개인이 매물을 받으며 현재 -0.33%까지 하락폭을 줄였다.  \n  \n21일 오전 10시 49분 현재 신풍제약은 전 거래일 대비 500원(0.33%) 하락한 14만9000원에 거래 중이다. 장 개시하자마자 오전 9시2분 전 거래일보다 12.37%(1만8500원) 하락한 13만1000원에 거래되다 낙폭을 줄이며 약보합세다.  \n  \n이처럼 하락세를 보인 것은 남아프리카공화국에서 대규모 임상에 착수한 피라맥스가 임상 완료가 6개월 지연됐기 때문이다.  \n  \n이날 미국 국립보건원(NIH)이 운영하는 임상정보사이트 클리니컬트라이얼즈(Clinical Trials)에 따르면 피라맥스는 이달까지 임상을 완료(Primary Completion)하는 스케줄이었으나 내년 6월까지 늘어났다. 연구완료(Study Completion)도 1월에서 10월로 미뤄졌다.  \n  \n신풍제약은 지난 9월 코로나19 감염증에 걸린 아프리카 환자 250명을 대상으로 피라맥스와 4가지 약물을 비교하기 위한 2상에 착수했다. 이번 임상은 코로나19 감염증에 걸린 환자에게 4개 치료제와 피라맥스의 안전성 및 효능을 비교하기 위한 것이다. 피라맥스가 4개 치료제보다 효과와 안전성이 우월한지 파악하기 위한 실험인 셈이다.  \n  \n비교 대상이 되는 4개 치료제는 해열진통소염제 '파라세타몰(Paracetamol)', 항말라리아제 '아르테수네이트-아모디아퀸(Artesunate-amodiaquine)', 구충제 '니타조사나이드(Nitazoxanide)', 간염치료제 '다클린자(daclatasvir)- 소발디(sofosbuvir)' 등이다.  \n  \n임상은 신풍제약 주도로 피라맥스를 공동개발한 비영리단체인 스위스 MMV(Medicines for Malaria Venture)와 공동으로 진행했다.  \n  \n1차 결과는 투약 후 7일째에 바이러스 제거 여부 등 약물들의 효능 평가로 진행된다. 2차 결과는 바이러스 배출, 안전성 평가, 질병 중증도, 28일 후에 입원 또는 사망의 누적 발생률을 판단한다. 신풍제약은 올해 12월 1차지표 결과를 도출하겠다는 방침을 세우고 최종 임상 종료 시점은 내년 1월로 잡았으나 이번에 6월로 미뤄졌다.  \n  \n이번 2상은 신풍제약의 코로나19 치료제 피라맥스에 대한 첫 해외임상이다. 아프리카에 코로나19 환자가 많아 빠르게 임상을 진행하기 위한 것으로 보인다. 피라맥스는 국내에서 지난 5월부터 2상을 진행하고 있다.  \n  \n한편 신풍제약은 피라맥스의 치료범위(적응증)를 코로나19로 확대하기 위한 '약물재창출' 연구를 검토해왔다. 피라맥스는 세포 실험에서 피라맥스의 주성분인 피로나리딘 인산염과 알테슈네이트가 코로나19 바이러스를 억제한다는 것을 확인했다.	0
272021738	소리바다(대표이사 조호견) 유통사업본부가 패션브랜드 ‘디아스토리’와 파트너쉽을 맺어 의류 분야의 신사업을 진행한다고 밝혔다. 디아스토리는 강선아 디자이너가 런칭한 브랜드로 ‘리조트웨어’를 중심으로 감각적이고 독특한 디자인을 선보여 큰 인기를 끌고 있다. 소리바다는 이번 파트너쉽을 통해 생산과 디자인에 참여하며 소리바다의 유통망을 활용한 다양한 판매 채널을 제공할 예정이다.\n\n소리바다는 자사 패션브랜드 ‘스테어’와 ‘세인트마린’의 성과가 이번 의류 산업에도 반영될 것으로 기대하고 있다. 두 브랜드 모두 작년 ‘코로나 불황’에도 지속적인 매출을 유지했고 수요가 꾸준히 늘고 있어 디아스토리의 패션 시장 진출도 자신감을 내비췄다. 또한 국내 유통망을 확대하고 판매량이 긍정적일 경우 해외 판매도 진행할 계획이라고 밝혔다.\n\n\n\n디아스토리의 대표 모델은 배우 오윤아로 선정됐다. 방송과 영화에서 다양하게 활동 중인 오윤아를 통해 홍보 효과를 올리고 다양한 행사와 캠페인을 진행해 소리바다가 출시한 ‘오윤아 원피스’의 인지도를 확대해나갈 계획이다. 제품의 첫 판매는 오는 28일 현대홈쇼핑 PGM 방송 ‘최현우의 초이스’에서 진행된다. 홈쇼핑 판매와 함께 자체 쇼핑몰과 라이브커머스, 오프라인 유통 등 다양한 판매 채널을 통해 소비자의 접근성을 더욱 높일 것이라고 밝혔다.\n\n소리바다 관계자는 “유통시장에서 다양한 판매채널, 다각화된 마케팅 수단을 확보했고 이를 통해 디아스토리의 성공적인 시장 진출을 기대하고 있다”며 “다양한 브랜드와 제품을 런칭해 유통사업의 포트폴리오를 다각화할 것”이라고 전했다.	1
729515329	코스닥 상장사 카페24는 연결 기준 올해 1분기 영업손실이 7억원으로 지난해 동기(20억원)와 비교해 적자 폭이 감소한 것으로 잠정 집계됐다고 6일 공시했다.\n\n    매출은 641억원으로 작년 동기 대비 23.1% 증가했다. 순손실은 13억원으로 적자 폭이 축소됐다.	1
1103222565	한국항공우주(047810)는 지난 2분기 연결기준 영업이익이 612억원으로 전년 동기 대비 47.5% 감소했다고 28일 공시했다.\n\n같은기간 매출액은 7211억원으로 10.5% 줄었고 당기순이익은 418억원으로 55% 감소했다.	0
331095675	상장 후 첫번째 실적 발표에 나선 카카오뱅크(323410)가 외국인과 기관의 5거래일 연속 ‘사자’ 행렬에 힘입어 급등했다. \n\n17일 카카오뱅크는 전일 대비 14.1%(1만800원) 오른 8만7,400원에 거래를 마쳤다. 이날 카카오뱅크는 지난 상반기 4,785억원의 영업수익과 1,338억원의 영업이익을 내 전년 동기 대비 23.1%, 199.7%씩 늘었다고 밝혔다. 당기순이익은 1,159억원으로 156.2%가 증가했다. 2분기 실적만 보더라도 2,536억원의 영업수익을 내 지난 분기 대비 12.8% 늘었다. 영업이익과 당기순이익은 각각 798억원, 693억원으로 47.8%, 48.5%씩 증가했다.\n\n카카오뱅크의 주가를 견인하는 것은 외국인과 기관의 매수세다. 외국인과 기관들의 순매수는 상장 이후 지속되고 있다. 지난 6일 카카오뱅크가 상장한 이후 외국인은 3,562억원어치를 사들였으며, 기관은 3,180억원어치를 순매수했다. 이날 하루에만 외국인과 기관은 929억원, 435억원을 사들였으며, 덕분에 카카오의 시가총액은 41조5,238억원 수준으로 셀트리온을 제치고 시가총액 10위에 올랐다.\n\n교보증권은 카카오뱅크에 대해 “금융 플랫폼의 확장성을 보유한 은행”이라고 평가했다. 교보증권은 카카오뱅크가 지난 2017년 인터넷 전문 은행이 출범한 이후 매달 가장 많은 고객이 방문하는 금융 어플리케이션일 뿐 아니라 금융 플랫폼 생산자 역할을 담당하며 26주 적금·모임통장·저금통 등 이용자 중심의 차별적 서비스를 통한 반복적 성공 경험이 성장의 밑거름이 될 것으로 내다봤다. SK증권은 장기 고성장이 예상되고, 국내 은행업계에 새로운 강자로 떠오른 우량주라고 분석했다.\n\n김지영 교보증권 연구원은 “카카오뱅크는 실적 가시화를 시현한 금융 플랫폼으로서 확장성을 보유하고 있다”면서도 “성장통이 있기 마련이지만, 4년간 카카오뱅크가 혁신적인 기술을 바탕으로 보여준 성장성과 가능성은 매우 긍정적”이라고 말했다.	1
761405477	올 1분기 기대치를 40% 이상 웃도는 실적을 발표한 에스엘(005850)의 주가가 상승 중이다.\n\n18일 오전 9시 21분 기준 에스엘은 전일 대비 5.50% 상승한 2만 7,800원에 거래되고 있다.\n\n전일 에스엘은 1분기 매출액은 전년 동기 대비 20.8% 증가한 7,404억 원, 영업이익은 85.2% 뛴 568억 원이라고 공시했다. 이는 시장 컨센서스를 각각 6.4%, 41.4% 웃도는 기록이다. LED 헤드램프 침투율 상승에 따른 평균판매단가(ASP) 상승, 원재료비 비중 하락, 외화 관련 소실 축소 등이 실적 호조의 배경으로 지목된다. 박준호 한화투자증권 연구원은 “그간 LED 헤드램프 침투율 상승이라는 구조적 수혜가 자명함에도 에스엘은 분기별 수익성 변동폭이 커 성장성을 온전히 반영하지 못했다”며 “금번 서프라이즈 실적을 통해 일회적 비용들이 제거됐을 때 어느 수준까지 이익 체력을 올릴 수 있는지 확인됐으며 장기적 이익 성장에 대한 신뢰가 점차 제고될 것”이라며 목표주가를 3만 3,000원에서 3만 8,000원으로 상향 조정했다.	1
692077079	한국전력기술은 지난 19일 대우조선해양과 ‘해상풍력발전 변전설비(OSS)’ 기술개발 및 사업발굴을 위한 업무협약을 체결했다고 20일 밝혔다.\n\n대우조선해양 옥포조선소에서 진행한 이번 협약식에는 김동규 한전기술 에너지신사업본부장과 우제혁 대우조선 기술본부장을 비롯한 양사 관계자가 참석했다.\n\n‘해상풍력발전 변전설비(OSS)’는 해상풍력 발전단지에서 생산한 전력을 계통전압에 맞도록 전압을 높여 육지로 전달하는 핵심 해상풍력 설비다. 해상풍력은 액화천연가스(LNG)와 함께 주목받는 차세대 청정에너지다. 정부가 그린뉴딜 정책 중 하나로 2030년까지 세계 5대 해상풍력 강국이 되겠다는 포부를 밝히기도 했다.\n\n이번 협약에서 한전기술은 발전과 송변전을 포함한 전력부문 설계·시공 기술을, 대우조선해양은 주력 역량인 해상설비 종합설계·생산기술을 기반으로 공동연구를 수행한다. 양사는 해상풍력발전 변전설비 공동 연구개발을 통해 앞으로 해외 사업부분까지 확장할 계획이다. 육지나 가까운 해역뿐 아니라 멀고 깊은 바다에도 설치할 수 있는 해상풍력발전 변전설비도 공동 개발할 예정이다. \n\n김동규 한전기술 에너지신사업본부장은 “이번 업무협약이 양사 핵심 역량의 긴밀한 결합을 통해 국내외 해상풍력 설비시장 진출을 견인하는 계기가 될 것으로 기대한다”며 “한전기술은 핵심 역량인 우수한 설계 기술을 바탕으로 해상풍력발전 변전설비 개발 등 사업영역 확장을 통해 회사의 미래성장동력 창출과 그린에너지 확대에 앞장서겠다”고 말했다.	1
1765197336	포스코가 창사 이래 처음으로 분기 적자를 냈다. 2008년 금융위기 때도 꿋꿋하게 흑자를 내며 한국 제조업을 이끌었지만, 신종 코로나바이러스 감염증(코로나19) 여파를 이겨내지 못했다.\n\n포스코는 지난 2분기 개별기준 1085억원의 영업적자를 기록했다고 21일 공시했다.  2000년 개별 기준 실적을 집계한 이후 첫 적자다. 연결기준 영업이익은 1677억원으로 간신히 적자를 면했지만, 2010년 집계 이후 최악의 실적을 기록했다.\n\n포스코의 적자는 자동차,조선 등 전방산업의 철강 수요 감소 때문이다. 철강은 팔리지 않는데 철광석 가격은 급등해 수익성이 악화됐다. 브라질 호주 등 주요 철광석 생산국들이 코로나19로 생산차질을 빚으면서 철광석 가격은 최근 t당 110달러선을 넘어섰다.	0
