"TITLE","TEXT"
사업구조 재편 및 추가,"2021년 연결실적은 매출이 3.7% 증가했고, 순이익은 영업이익과 지분법이익의 증가로 192.0% 증가했다. 한화솔루션의 매출과 영업이익이 16.6%, 24.3% 증가했고, 한화에어로스페이스는 20.6%, 60.8% 증가했으며, 영업이익률도 6.9%, 6.1%로 0.4%p, 1.5%p 상승했다. 한화생명은 매출과 영업이익이 3.6%, 293.3% 증가했다. 2021년 실적을 개선을 이끌었던 계열사는 2022년에도 실적이 좋을 전망이다. 자체사업은 방산, 기계, 글로벌로 구성되어 있다. 방산은 유도무기, 탄약체계, 항법장치, 레이저 분야의 사업을 하고 있으며, 기계는 열, 자동화, 진공증착 기술을 중심으로 2차전지 소재부터 전극, 조립, 화성 및 모듈팩 공정까지 턴키 솔루션을 제공하는 등 다양한 분야에서 사업을 영위하고 있다. 글로벌은 화약 제조 기술 및 발파 경험과 사업화 역량, 글로벌 네트워크를 기반으로 에너지와 환경을 연결하는 화학 기술 솔루션 등을 제공하고 있다. 2021년 자체사업 매출은 1.6% 감소했지만, 영업이익은 글로벌의 수익 호전으로 37.1% 증가했다. 글로벌은 저수익사업 축소 등으로 매출이 3.5% 감소했음에도 영업이익은 사업재편 등 경영효율화와 시황 호조로 37.1% 증가했다. 2022년에도 방산/기계의 안정적인 실적 흐름과 글로벌의 수익구조 개선 효과로 실적 개선세가 이어질 전망이다. 기존 사업구조 재편과 함께 2021년 4월에 언급한 질산 생산시설 증설 계획과 최근 결정한 REC실리콘 지분 투자는 규모의 경제 실현에 이은 사업 기반 확장으로 시너지를 활용할 수 있는 기회가 될 전망이다. 건설 수주 증가에 의한 건설 실적 개선으로 장부가액을 적용한 건설 보유지분 가치를 할인할 이유가 없어 목표주가 5만원 유지가 가능한 펀더멘탈을 갖췄다고 본다. "
그룹 시너지 기대,"한국유리공업(한글라스) 지분 인수(지분율 100%, 인수대금 5,925억원)를 발표. 인수 규모는 FY21 EV/EBITDA 11배, PER 24배, PBR 2.7배 (ROE 12%) 수준. EV/EBITDA 기준, 건자재 업종 평균/동종 업체 대비 다소 높은 밸류에이션. 현금(별도 2,600억원), 차입 여력, 실적 감안시 감당 가능한 규모. ROE/마진 등 실적 개선 본격화 되는 업체 인수로 성장에 대한 의지 확인. 연간 영업이익 300~400억원 규모로 4Q21부터 실적 산입 전망(현재 추정치 미포함). 시장확대(LX하우시스), 조달(LX인터내셔널), 물류(LX판토스) 등에서 그룹 시너지 기대. 향후 관전 포인트: 에너지 고효율 제품 확대, ESG 강화. 에너지/팜: 영업이익 1,043억원, 조정 우려 속 실적 호조 지속. 물류: 영업이익 812억원, 제한적 운임 하락, 일회성 비용 부담 완화. 생활자원/솔루션: 영업이익 59억원, 무역 환경 악화속 견조한 제품 가격. EV/EBITDA 3.2배, PER 5.2배로 실적 대비 저평가 상태 유지. 배당 수익률 4.8%로 주가 하락 리스크는 제한적. 에너지 가격 제한적 조정 국면 속 주가 반등기조 이어갈 것으로 기대. "
새정부 정책 변화의 최대 수혜주!!,"책 기조 전환은 카카오 뱅크 성장성 제고에 결정적인 기여를 할 것이다. 차별화된 마케팅 능력, 최저 수준의 비용 경쟁력을 바탕으로 한 우수한 가격 경쟁력 등을 고려해 볼 때 대출총량규제, 중금리 대출 규제 등이 완화될 경우 시장 지배력 제고를 통해 높은 이익 성장률을 기록할 것으로 예상된다. 카카오뱅크는 국내 상장은행 중 가장 높은 경쟁력을 확보한 은행. 차별화된 마케팅 능력을 통해 가장 인기 있는 앱을 확보하고 있으며, 온라인 서비스만 특화해 가장 우수한 비용 경쟁력을 구축, 업계 최고 수준의 가격(금리)을 고객에게 제공하고 있음. 그럼에도 금융당국의 대출 총량 규제 도입, 금융소비자보호법 강화, 중금리 대출 한도 규제 도입 등 금융 안정을 위한 다양한 규제로 영업이 상당한 제약을 받아왔고, 성장에 결정적 제약요인 이었음. . 이런 이유로 새 정부가 정책 기조를 금융안정에서 주택시장 활성화 중심으로 정책기조를 변경한다면 동사가 가장 많은 수혜를 입을 것. 금융당국은 이미 대출 활성화를 위해 대출 총량 규제를 사실상 해제하였으며 가장 경쟁력 있는 상품인 전세자금대출 규제를 해제한 바 있음. 나아가 중금리 대출 규제까지 완화한다면 충분한 자본을 이용하여 대출을 늘림으로써 차별적 이익 성장을 달성할 것으로 예상됨. ‘21년 말 보통주 자기자본비율은 33.4%로 ‘24년까지 18% 수준으로 낮추더라도 3년 간 50조원 이상의 대출을 늘릴 수 있을 것으로 추정. 규제가 완화된다면 주택담보대출, 전세자금대출 등을 중심으로 시장 지배력을 늘려 나갈 것으로 예상. 사업 특성 상 대출 증가 과정에서 비이자 수입도 크게 늘어난다는 점을 고려해 볼 때 동사의 향후 이익은 기대치를 뛰어넘는 매우 높은 증가 추세를 기록할 것으로 예상. 이를 고려해 2022년과 2023년 순이익을 각각 20%, 48% 상향 조정하며, 투자의견 역시 “Outperform”으로 상향 조정함. 목표주가는 57,000원으로 2024년 주당 순이익에 목표 PER 28배를 적용하여 산출. 다만 금융 안정 위험이 높아지는 상황에서 새 정부가 정책 기조를 전면 수정, 주택시장부양을 위해 모든 대출 규제를 완화한다고 단정하기는 어려움. 따라서 향후 금융 안정 위험 변화, 이에 따른 정책적 변화에 대응한 “Trading Buy” 관점에서 접근이 필요. 새 정부 금융 및 부동산 정책의 윤곽이 드러나는 시기에 투자의견 상향 조정 여부를 다시 결정할 계획임. "
"50년 전통의 만성질환 ETC 전문기업","삼진제약은 순환기계/뇌신경계/소화기계 의약품 등 고령화 사회의 만성질환 치료에 필요한 다양한 제품을 생산 및 판매하는 전문의약품(ETC) 전문기업이다. 동사는 1968년에 설립되어 50년 이상 안정적인 사업기반을 구축하고 있으며 최근 전문의약품 중심에서 매출구조 다변화를 위해 컨슈머 헬스본부를 신설하여 사업다각화를 추진하고 있다. 동사는 2021년 기준 매출액 대비 11.9% 수준으로 경상연구비를 집행하고 있으며 암, 황반변성, 치매 등 혁신 치료제를 개발하기 위한 연구를 진행하고 있다. 또한 2021년에는 최첨단 연구시설을 갖춘 마곡 중앙연구소를 신축하였으며, 2022년에는 오송 원료합성공장 증축 및 주사제 라인 신축을 통해 시장 경쟁력을 더욱 강화할 전망이다. 동사는 2019년부터 2년 연속 부진한 실적으로 인해 주가가 하락한 이후 오랜기간 시장에서 소외되었다. 2021년에는 매출액 및 영업이익이 전년대비 플러스 성장으로 돌아서면서 실적이 턴어라운드 하였으며, 현 주가는 2022년 예상 실적 기준 PER 10.6배 수준으로 동종업종 대비 저평가 구간으로 판단된다. "
보안관제 국내 1위 기업,"이글루시큐리티는 보안관제 국내 1위 기업으로 공공시장에서 독보적 점유율 보유 중. 2019년 AI기반 차세대보안관제 솔루션 SPiDER TM AI를 출시, 대구시청에 공급 시작. 통상적으로 신제품은 출시 3년 후 매출이 큰 폭 증가하는 경향이 있음. 2022년은 고객사들의 솔루션 업그레이드 및 교체 주기 도래로 동사 신제품 출시 효과가 온기로 반영될 것으로 기대. 동사의 OT보안관리 솔루션은 스마트 빌딩, 스마트 시티, 스마트 팩토리에 적용되는 통합 보안 솔루션으로 2021년 하반기 런칭 이후, LG CNS, 에스원과 MOU 체결 완료. 해당 솔루션은 출입자 통제, 화재 체크 등 기존 경비인력의 업무를 솔루션화하여 저비용으로 높은 보안 효과를 제공. 이를 통해 정보보안에서 물리보안 시장까지 진출, 신규 성장 동력을 확보했다는 판단. 동사는 2021년 10월 보안 전문 기업 파이오링크 지분 28.97%를 NHN으로부터 인수. 각각의 고객사에 대한 교차영업을 통한 영업 시너지효과와 이글루시큐리티의 솔루션 관리 능력 및 파이오링크의 세부 보안 기술 개발 능력을 통해, 다양한 보안 포트폴리오 제공이 가능. 또한 2022년 파이오링크 지분법이익 42억원 반영 기대. "
"2022년에도 최대실적(+11%YoY) 지속으로 저평가매력 부각될 전망","1Q22 지배주주순이익 +33.4%yoy(+440.1%qoq)인 2,571억원 예상. 이자이익 큰 폭 증가 지속에 기인. 더불어 비이자이익(+12.6%yoy, +236.9%qoq)도 금리상승 및 주가지수 하락에도 유가증권 비중이 크지 않고 특히 캐피털 할부금융 및 리스, 투자증권 IB 및 부동산 관련 수수료이익, 대출채권매각이익 증가 등이 양호함에 기인. 대손충당금전입(+10.4%yoy, -3.2%qoq)도 역사적으로도 낮은 자산건전성이 유지되는 가운데 대출성장에 따른 경상적 수준(원화대출채권대비 대손비용률 53bp에 불과)을 예상하며, 판관비증가율도(+4.0%yoy, -30.1%qoq)도 크지 않을 전망 1Q22 이자이익 +18.4%yoy(+1.4%qoq)인 6,972억원 예상. 영업일수 감소에도 세차례 기준금리 인상에 따른 분기 NIM +3bpqoq 상승 및 중소기업 중심의 양호한 원화대출성장(+9.0%yoy, +1.2%qoq)에 기인 투자의견 BUY 및 목표주가 12,000원 유지 지배주주순이익 2021년 +65.0%yoy 큰 폭 증가한 7,910억원의 최대실적에 이어 2022(E) 유가증권 비중이 크지 않고, 증권 IB 및 캐피탈 수수료이익도 증가하면서 타 지주사와 달리 비이자이익(+4.1%yoy)은 증가를 예상이며, 하반기 금리인상 부담 확대 및 경상적 대출성장, COVID-19 관련 보수적 적립 가정으로 대손충당금전입(+26.7%yoy, 대손비용률 기준 53bp로 전년도 제외하고 역사적으로 가장 양호한 수준) 증가를 예상하나, NIM 상승에 따른 이자이익(+12.8%yoy) 큰 폭 증가로 +11.3%yoy인 8,805억원의 최대실적 예상 취약 차주(중소기업 및 자영업자) 리스크에 과민하게 반응하면서 2022년 주가는 오히려 하락 중. 대손부담 확대를 감안해도 최대실적이 예상된다는 점과 금리상승 수혜주라는 점, 배당수익률 2022년 7.8% 이후 8% 상회한다는 점, PER 2.9배 및 PBR 0.24배로 금융주 내 가장 저평가 되었다는 점을 감안하여 투자의견 BUY 및 목표주가 12,000원 유지함. "
"봄 시즌, Must have item","국내 1위 복지플랫폼 기업이다. 주요 성장 포인트는 복지포인트 신규 수주 확대(외형↑)→직원 수 200명 이상 기업 내 복지포인트 도입률 25% 수준으로 침투 여지 大, 통상임금 이슈(복지포인트 통상임금 미포함), 온라인 사용률과 개인 결제 금액 증가(외형·수익성↑)→차별화된 복지몰 경쟁력(다양한 상품, 최저가 정책, 무료 반품) 등 이다. `22년 실적은 매출액 1,065억원(+10%), 영업이익 196억원(+18%)으로성장세 지속이 전망된다(`17년 이후 영업이익 증가 지속). 이는 주요 성장 포인트 작동 지속(복지포인트 수주액: `21 1.1조원→`22E 1.2조원, 온라인 사용률: `21 36%→`22E 38%), 현대백화점 그룹 계열사 복지포인트 도입과 현대차 리바트 특판몰 위탁운영 온기 효과 등 때문이다. 향후에도 꾸준한 성장이 지속 가능해 보인다. 기존→고객사 확대와 온라인 사용률 상승(`30년까지 매년 130개사, 40% 이상 목표), 신규→토털 복지 솔루션 사업 진출(건강검진·상조·이사 등 위탁 수수료), 지역화폐몰 경쟁력 강화(대전·울산·부산 등 운영), 모멘텀→현대백화점 그룹 편입으로 인한 범현대家 신규 수주 가능성 제고 등에 근거한다. 밸류에이션 재평가가 기대된다. 안정적 성장→기업복지제도의 구조적 성격(매년 재화를 연내에 반드시 소비), 영업이익률 개선→매출액 증가 지속에 따른 영업레버리지 효과(고정비↓) 등을 고려 시 주가 멀티플 상승 여지가 크기 때문이다(cf. 日 복지플랫폼 기업 Benefit one도 안정적 성장, 영업이익률 개선 지속을 통해 주가 멀티플 상승 나타남). 특히 1분기 실적 시즌을 앞두고 있는 현재가 투자하기 양호한 시점이다. 선택적 복지제도 특성 상 1분기에 상대적으로 복지포인트 소진율이 높아 이익이 가장 크게 나타나(최근 3년 평균 1분기 비중: 매출총이익 29%. 영업이익 44%) 주가 수익률도 통상 4~6월이 가장 양호하기 때문이다(cf. 상장 이후 4월 평균 주가수익률 16%). "
구조적 성장 가능성에 가치를 높여줄 시기,"동사의 1 분기 실적은 주요 광고주의 브랜드 마케팅이 강화되고, BTL 물량이 기여되면서 컨센서스를 상회할 것으로 전망합니다. 현재 밸류에이션은 올해 예상 실적 기준 PER 13 배로 매력적인 구간입니다. 동사의 1분기 실적은 매출총이익 3229억 원, 영업이익 584억 원을 기록하며 영업이익 기준 시장 기대치를 7% 상회할 것으로 전망된다. CES, MWC, 올림픽 등 지난해 부재했던 BTL 물량들이 국내와 해외 지역 실적 성장에 크게 기여한 것으로 파악된다. 국내 매출총이익은 전년동기 대비 12% 증가할 것으로 예상한다. 무선 플래그십 제품 외에도 각종 브랜딩 강화 마케팅을 진행한 주요 광고주의 물량이 매체와 디지털 모두에서 크게 집행됐다. 해외 매출총이익은 주요 광고주의 대행 영역 확대가 지속되며 전년동기 대비 21.2% 증가할 것으로 전망한다. 주요 광고주의 레퍼런스 확보로 인해 신규 비계열 광고주들의 유입이 크게 늘어나고 있는 것으로 파악된다. 동사에 대한 시장 참여자들의 의문점은 역대급의 성장을 시현한 지난해 실적 대비 올해 추가 성장 여력이 얼마나 있는지에 대한 부분이다. 우리는 동사의 올해 실적으로 매출총이익과 영업이익이 전년대비 각각 11.8%, 20.4% 증가할 것으로 전망하는데, 이는 상향 조정 여지가 높다. 북미는 지역마케팅 레퍼런스를 기반으로 디지털 대행 영역이 확대되고 있는데, 다른 지역 대비 상대적으로 디지털 관련 예산 비중이 높다는 점과 주요 광고주의 침투율이 아직 낮다는 점을 고려하면 올해에도 40% 이상의 성장세가 지속될 것으로 예상한다. 한편, 순현금 약 4700억 원을 활용한 M&A를 국내외 지역에서 검토 중인데, 성사시에는 실적 성장과 멀티플 상향이 동시에 나타날 것으로 전망한다. 동사에 대한 목표주가를 올해 영업이익 전망치를 기존 대비 5% 상향 조정해 3만 4천 원으로 높여 제시한다. 현재 동사의 밸류에이션은 PER 13배에 불과해, 실적 상향 가능성과 M&A, 메타버스 사업 등 신규 사업 가시화 모멘텀을 감안하면 밸류에이션 매력도가 높다고 판단한다. 미디어 업종 내 최선호주 의견을 유지한다. "
상반기까지 잘 버텨보자,"철강자회사 POSCO 1분기 실적은 매출액 10.3조원(-10.6% QoQ, 이하 QoQ 생략), 영업이익 1.14조원(-31.7%)으로 시장 기대치(매출액 10.6조원, 영업이익 1.13조원)에 부합할 전망이다. 1분기에는 광양 4고로 개보수 영향으로 4분기 대비 3% 수준의 판매량 감소가 예상된다. 탄소강 스프레드는 톤당 약 7만원의 악화가 전망된다. POSCO홀딩스는 매출액 19.7조원(-7.7%), 영업이익 1.7조원(-29.8%)으로 시장 기대치(매출액 20조원, 영업이익 1.7조원)에 준하는 실적을 달성할 것으로 보인다. 2분기에는 1분기보다 큰 폭의 감익이 불가피하다. 광양 4고로 개보수 영향이 온기로 반영되고, 급격히 상승한 석탄 가격이 원가에 반영되기 때문이다. 4월부터 국내 유통향 가격을 열연은 톤당 10만원, STS는 최대 50만원까지 올릴 계획이고, 실수요향 가격 협상도 원활하게 진행되고 있는 것으로 파악되나 판매량 감소와 원가 상승 여파를 만회하기에는 부족할 전망이다. 철강자회사 POSCO 2분기 영업이익은 8,837억원(-22.6%)이 예상된다. 러시아-우크라이나 전쟁 영향으로 미국/유럽의 철강 가격은 급등했지만, 중국과 우리나라는 기존의 무역장벽과 중국 코로나19 재확산 등의 영향으로 가격 상승 폭이 크지 않았다. 중국의 코로나19 관련 리스크가 완화되고 10월 공산당대회를 앞두고 경기부양에 속도가 붙으면 지금과는 다른 업황의 흐름이 나타날 것으로 보인다. 원재료 가격 하향 안정화에 따른 스프레드 개선까지 더해져 상반기보다는 높은 레벨의 하반기 이익(3분기 1.3조원, 4분기 1.3조원)을 전망한다. 실적 추정치 변경과 함께 목표주가를 390,000원(기존 410,000원)으로 하향 조정한다. 목표 PBR은 0.62배로 미중 무역분쟁으로 중국 내 투자가 감소하던 시기였던 2018~2019년의 평균 수준이다. 밸류에이션 매력과 5% 이상의 배당수익률, 리튬을 포함한 신사업에 대한 기대감 등을 고려해 투자의견은 매수를 유지한다. "
K-Contents 수혜주,"지니뮤직은 KT스튜디오지니, LGU+, CJ ENM을 주주이자 막강한 캡티브로 둔 음원플랫폼사다. 2대 통신사의 넓은 유저 베이스, CJ ENM의 신성장동력으로 자리잡은 음악사업의 국내외 유통을 담당한다. 2021년 전체 매출액은 2,520억원, 그 중 B2C+B2B 음원 플랫폼 합산 매출액은 1,7967억원, B2B 음원유통은 556억원으로 구성된다. 비중은 각각 71%와 22%, 기타 7%다. B2B 음원유통은 국내/해외로 구분할 수 있는데, K-Drama의 인기 확산과 CJ ENM 음악부문의 해외 성과로 해외유통 매출액은 2018년 35억->2021년 241억원까지 상승했다. 이 막강한 캡티브는 더욱 강화될 전망이다. CJ ENM이 KT스튜디오지니에 천억원 가까이 투자하면서 연결고리가 두터워졌고, KT그룹의 ‘디지코’ 전략 내 컨트롤타워인 KT스튜디오지니의 역할이 더 커졌기 때문이다. CJ ENM은 KT스튜디오지니가 보유한 스토리위즈, 시즌, 지니뮤직(+밀리의 서재의 도서 원작 IP 포함)의 IP와 유통망을 적극 활용할 전망이다. 그리고 영상(시각)이 아닌 음악/음성(청각) 관련 모든 유통 및 기술은 지니뮤직을 거쳐야한다. 음원플랫폼에 더해 청각 관련 기술과 점유율을 더욱 확고히 하고자, 지난해 밀리의 서재를 인수했다. 전자책 및 오디오북 월정기구독 서비스 사업을 영위하는 업체다. 지니뮤직의 기존 음원+전자책 서비스를 포함한 월정액 번들 상품도 개발됐다. 4Q21 반영된 밀리의 서재의 매출액은 약 80억원, 영업손실이나 올해 말 기준 BEP를 기대한다. 지니뮤직은 올해 중 밀리의 서재 IPO도 추진할 계획이다. 동사는 강력한 캡티브를 기반으로 장기 성장성이 확보됐다. 자체적으로는 청각 관련 기술과 점유율을 높였다. 비전은 KT그룹의 AI 등 기술력 + CJ ENM과 밀리의 서재의 콘텐츠를 결합해 ‘종합 오디오 서비스 플랫폼’으로 나아가는 것이다. 캡티브 장기 전략의 한 축으로서 꾸준한 성장을 기대한다. 투자의견 ‘매수’, 목표주가 7천원을 제시한다. "
미래 식량 책임지는 농기계 선도기업,"농기계용 엔진 및 제품을 생산, 국내외에 판매하는 농기계전문기업이다. 1947년 설립, 1975년 유가증권시장에 상장했다. 주요 제품은 트랙터, 콤바인, 엔진 등이다. 2021년 전체 매출액 대비 비중은 트랙터외 89%, 실린더헤드외 10%, 기타 1%다. 지역별 비중은 국내 37% 북미 53%, 유럽 4%, 기타 7%다. 스마트화 제품 개발에 집중한다. 트랙터 시장은 농업인력 감소에 따른 자동화 수요와 식량 수요 증가에 힘입은 성장이 기대되는 시장이다. 2020년 국내 최초 자율주행 트랙터를 선보였고, 현재 직후진 자율주행 트랙터를 판매 중이다. 내년 자동선회 트랙터 출시를 앞두고 있다. 농기계 원격관리 서비스 ‘대동 커넥트’ 적용 기종도 확대된다. 해외사업 성장을 지속, 판매를 강화한다. 2021년 북미, 유럽지역 매출은 각각 46.1%, 56.1% YoY 증가했다. 주력시장인 북미지역은 ‘하비 파머’ 수요를 기반으로 한 중소형 트랙터 중심 시장 확대가 기대된다. 유럽시장은 환경 규제 강화에 대응해 기술개발을 마쳤다. 향후 20마력 이하 마이크로트랙터까지 라인업 확장이 기대된다. 농기계제조 경쟁력을 기반으로 한 신사업을 본격화한다. KIRO(한국로봇융합연구원), KIST(한국과학기술연구원) 등 기관과 MOU를 체결, 영상기반 AI 및 자율주행 기술 개발에 협력한다. 조경, 레저, 물류 등 다양한 분야에서 사용 가능한 비농업용 제품군으로 확장이 기대된다. 대구 신공장은 올해 8월경 완공, 4분기 가동할 예정이다. E-바이크, 스마트 로봇체어 등 모빌리티 상품 주요 생산 기지다. 스마트, 친환경 농기계로 해외 시장 공략, 모빌리티사업을 통한 국내 신수요 창출이 향후 성장 동력이다. 2022F P/E 7.3배로 국내외 Peer 평균 12.2배 대비 저평가다. 브랜드 인지도와 농기계시장 경쟁력을 기반으로 신사업을 본격화, 해외와 내수 모두 실적 성장이 기대된다. 올해 4월 전환사채(100억원), 교환사채(100억원) 전환 청구 기간에 따른 단기 오버행 이슈가 존재한다. "
"22F PER 4.1배로 최저, 실적은 최대 예상","투자의견 ‘BUY’, 목표주가 4,260원으로 커버리지를 개시한다. TYM은 2022년 점유율 4위업체를 인수하며 큰폭의 매출액, 영업이익 증가가 예상된다. 하지만 2022F 기준 PER 4.1배로 국내경쟁사 2022F PER 7.3배와 글로벌 경쟁사 평균 PER 12.5배 대비 상당히 저평가 되어 있다. 2022년 예상실적 기준 점유율 1위업체 대비 매출액 격차 축소, 영업이익 초과달성 예정임을 감안시 TYM의 밸류에이션 재평가는 시간문제라 판단한다. 또한 2022년부터 출시 될 신규 자율주행트랙터 라인업 또한 신규 매출원으로서 성장을 이끌 전망이다. 2022년부터 KM 100% 인수를 통한 매출액 증가 및 비용절감효과가 본격적으로 나타날 전망이며, 증가하는 트랙터 누적판매 대수 기반 매출 다각화 또한 예상된다. TYM은 KM인수 후 엔진, 트렉터, 작업기, 자율주행기술 등의 기술내재화를 통한 원가절감이 가능해졌으며, KM의 영업망 공유로 수익성 개선과 판매채널 다각화 효과를 동시에 누릴 전망이다. KM의 영업망을 통해 가장 큰 규모의 시장인 미국 시장 내 빠른 매출액 증가가 예상된다. TYM의 트랙터 판매 대수는 2021년 33,000대에서 2022년 KM물량을 포함한 46,000대로 증가할 것으로 추정한다. 농업기계부문 매출액은 전년 대비 39.8% 증가한 1조 1,220억원을 달성할 전망이다. 트랙터 누적판매 대수 기반, 추가적 매출(작업기, 자율주행모듈 등)또한 예상되어 꾸준한 외형성장을 기대한다. 2022년 매출액 1조 1,634억원(+38.3% YoY), 영업이익 754억원(+113.9%, YoY)로 추정한다. 매출액 증가는 KM 인수효과와 글로벌 북미 고객사 수주증가 자사브랜드 딜러쉽 확장에 따른 판매증가가 이끌 전망이다. 2022년 영업이익률은 KM인수 후 운영효율화와 제품 단가 상승효과가 동시에 나타나며 전년 대비 2.3%p 증가한 6.5%으로 예상한다. "
우려를 해소할 때,"SBS는 작년 엄청난 어닝서프라이즈의 주인공이었다. 장기간 꺾임세였던 광고매출이 전년대비 +20%나 성장했고, 영업이익은 1,844억원이나 벌었다. 광고시장 회복과 <펜트하우스> 등 히트 작품으로 레버리지가 큰 사업수익 비중이 52%까지 상승했다. 광고 비중보다 높다. 주가는 호실적의 징조가 포착됐던 2020년 하반기부터 화답했지만, 이내 작년 11월부터 내림세를 걷고 있다. 확신이 부족하기 때문이다. 광고가 코로나19 이후 일시적으로 좋아졌던 게 아닐까. 높은 사업수익을 유지할 수 있을까. 흥행 콘텐츠가 계속 나올까. 일회성 이익(작년 약 550억원)으로 잠깐 좋아졌던 게 아닐까. 즉, 별도 분기 영업이익 200~300억원의 ‘지속성’에 대한 의구심이다. 그러나, 반짝은 분명 아니다. 캐쉬카우인 광고는 콘텐츠의 유무와 상관 없이 분기 800억원대를 유지한다. 디지털에만 오롯이 집중했던 광고주들이 TV+디지털을 접목시켰을 때의 시너지 효과를 경험해 TV광고 효율성에 대한 인식이 온전히 전환됐기 때문이다. 외주제작 대비 자체제작 IP의 비중을 높이면서 사업수익의 고성장도 이어갈 전망이다. 작년 5개 -> 올해 10~11개를 제작한다. 콘텐츠 예산은 6,000억원 내외로 통제되는 가운데, 구독매출의 65%를 배분해주는 웨이브와 글로벌 OTT 사전판매, 그리고 자사 채널경쟁력에 기반한 광고수익을 극대화시킴과 동시에 리스크를 줄이는 전략이다. 산하 제작사인 스튜디오S는 스튜디오드래곤, 스튜디오룰루랄라중앙(구 JTBC스튜디오)과 함께 국내 3대 스튜디오로 자리매김할 것이다. 올해에도 약 630억원의 중계권 손상 관련 이익이 반영되고, 오히려 4Q21 대규모 성과급 비용(430억)은 올해 소폭이나마 줄어들겠다. 1Q22도 순항 중이다. 올해도 높은 이익체력으로 시장의 의구심을 씻겨내고, 스튜디오S의 IPO 관련 모멘텀은 하반기 다시 재조명되겠다. 투자의견 ‘매수’, 목표주가 5.3만원(22F EPS x PER 6.6배)을 제시한다. "
감익보다는 탑라인 성장에 주목,"동사는 플랫폼+콘텐츠를 접목시킨 하이브리드로 진화 중이다. 과거 핵심 매출인 광고 수익 대비 티빙의 구독매출과 IP를 활용한 기타수익이 더 높게 성장 중이고, 프로그램을 통해 데뷔한 그룹들의 활약으로 음악 IP 사업도 신성장동력으로 떠오르고 있다. 음악부문의 작년 이익은 385억원으로 상장사 중 와이지엔터 다음일 정도다. 이러한 흐름은 올해 더욱 강화될 전망이다. CJ그룹의 4대 핵심 전략인 Culture를 담당하는 컨트롤타워로 IP를 강화하며 밸류에이션을 높일 수 있는 음악, 미디어 부문에 적극적으로 투자를 확대하기 때문이다. KT스튜디오지니에 1,000억원 투자, 영화 <라라랜드> 제작사인 엔데버를 무려 1조원에 인수한 것만 봐도 알 수 있다. 동일한 기조에서 올해 콘텐츠 예산은 8,600억원을 공개했다. 방송사 DNA를 가진 회사로서 더 이상 도태되지 않으려면 입지를 확실히 굳혀 놓아야한다. 넷플릭스로 도배되고, 신규 OTT가 더욱 늘어나는 현재를 놓친다면 미래에는 더 큰 돈이 필요할지 모른다. 투자자의 혼란을 최소화하기 위해 22F 가이던스는 매출 4.3조, 영업이익 2,700억원을 제시했다. 다소 보수적인 수치다. 투자를 통해 티빙 가입자는 작년 200만명->올해 400만명->내년 800만명으로 본격 BEP를 기대한다. 변수라면 KT스튜디오지니와의 연결고리 강화로 티빙+시즌과의 통합 가능성이다. BEP 도달이 빨라질 요인이다. 통신사 기반의 가입자 흡수와 KT그룹이 보유한 웹툰, 도서 관련 IP의 저작물을 최대한 활용할 것이다. 반대로 CJ그룹이 보유한 음악 관련 IP는 지니뮤직을 통해 유통한다. 유통부문을 내재화한 것도 이득이다. 주가 약세의 원인은 감익 가이던스다. 그러나, 필자 의견은 다르다. 대규모 인수에 따른 상각 이슈가 있고, 투자가 다소 커 보이지만, ‘합리적’인 전략 방향이라 믿는다면 ‘매출액’으로 봐야한다. 올해의 탑라인 성장이자 미래의 영업이익을 기대하며 투자의견 ‘매수’, 목표주가 17만원으로 신규 커버리지를 개시한다. "
